Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Race/ethnicity,Cost burden
T9_est20,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2015,75,36,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2015,40,24,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2015,25,43,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2015,10,17,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2015,55,32,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2015,45,36,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2015,4,14,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2015,1230,226,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,All,All
T9_est39,2015,1050,214,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2015,685,194,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2015,160,90,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2015,165,94,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2015,40,56,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2015,140,74,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2015,70,52,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2015,70,67,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est57,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est58,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est59,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"Pacific Islander alone, non-Hispanic",All
T9_est60,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est61,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est62,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est63,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est64,2015,15,23,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"Hispanic, any race",All
T9_est65,2015,15,23,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Hispanic, any race",less than or equal to 30%
T9_est66,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est67,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Hispanic, any race",greater than 50%
T9_est68,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Hispanic, any race",not computed (no/negative income)
T9_est69,2015,25,40,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"other (including multiple races, non-Hispanic)",All
T9_est70,2015,4,5,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est71,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est72,2015,20,37,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est73,2015,0,22,2011thru2015,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est1,2015,87225,946,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Total,Total: Occupied housing units,All,All
T9_est2,2015,36875,830,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,All,All
T9_est3,2015,21315,640,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"White alone, non-Hispanic",All
T9_est4,2015,16100,547,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est5,2015,3075,336,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2015,1995,250,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2015,140,81,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2015,13815,601,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2015,8150,517,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2015,2985,318,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2015,2490,274,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2015,195,77,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2015,515,110,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2015,330,102,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2015,95,53,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2015,85,51,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2015,4,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2015,75,41,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2015,55,38,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2015,4,13,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2015,10,15,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2015,595,137,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2015,435,114,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2015,80,51,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2015,80,45,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2015,4,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2015,565,144,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2015,415,133,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2015,100,47,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2015,50,34,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2015,50350,988,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,All,All
T9_est39,2015,18940,730,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2015,9730,550,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2015,3880,410,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2015,4725,434,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2015,610,189,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2015,25770,838,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2015,10675,604,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2015,6190,510,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2015,7955,629,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2015,950,275,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2015,1160,150,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2015,540,126,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2015,175,75,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2015,285,129,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2015,160,79,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2015,55,43,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2015,15,15,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2015,40,42,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est57,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est58,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est59,2015,4,10,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"Pacific Islander alone, non-Hispanic",All
T9_est60,2015,4,10,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est61,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est62,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est63,2015,0,28,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est64,2015,2650,229,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"Hispanic, any race",All
T9_est65,2015,1125,178,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Hispanic, any race",less than or equal to 30%
T9_est66,2015,645,149,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est67,2015,835,196,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Hispanic, any race",greater than 50%
T9_est68,2015,45,35,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Hispanic, any race",not computed (no/negative income)
T9_est69,2015,1765,293,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"other (including multiple races, non-Hispanic)",All
T9_est70,2015,880,236,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est71,2015,400,175,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est72,2015,455,150,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est73,2015,30,29,2011thru2015,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est1,2016,2855,82,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Total,Total: Occupied housing units,All,All
T9_est2,2016,2350,87,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,All,All
T9_est3,2016,1045,63,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"White alone, non-Hispanic",All
T9_est4,2016,805,63,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est5,2016,140,40,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2016,100,31,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2016,4,2,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2016,995,66,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2016,720,75,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2016,175,39,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2016,90,33,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2016,10,13,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2016,15,9,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2016,4,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2016,10,9,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2016,4,3,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2016,170,18,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2016,135,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2016,15,11,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2016,15,15,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2016,4,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2016,75,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2016,70,21,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2016,4,11,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2016,50,23,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2016,45,25,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2016,10,12,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2016,505,83,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,All,All
T9_est39,2016,235,58,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2016,180,57,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
