Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Household income,Household type,Cost burden
T7_est106,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,other household type (non-elderly non-family),housing cost burden not computed (household has no/negative income)
T7_est107,2015,20040,628,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,All,All
T7_est108,2015,3155,252,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",All
T7_est109,2015,2915,231,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is less than or equal to 30%
T7_est110,2015,190,75,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est111,2015,50,47,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 50%
T7_est112,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden not computed (household has no/negative income)
T7_est113,2015,9090,429,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",All
T7_est114,2015,8495,439,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is less than or equal to 30%
T7_est115,2015,535,104,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est116,2015,55,38,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est117,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden not computed (household has no/negative income)
T7_est118,2015,790,171,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,household type is large family (5 or more persons),All
T7_est119,2015,755,170,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est120,2015,20,22,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est121,2015,10,22,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est122,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is large family (5 or more persons),housing cost burden not computed (household has no/negative income)
T7_est123,2015,2080,258,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,household type is elderly non-family,All
T7_est124,2015,1880,244,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is elderly non-family,housing cost burden is less than or equal to 30%
T7_est125,2015,175,80,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is elderly non-family,housing cost burden is greater than 30% but less than or equal to 50%
T7_est126,2015,25,23,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is elderly non-family,housing cost burden is greater than 50%
T7_est127,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is elderly non-family,housing cost burden not computed (household has no/negative income)
T7_est128,2015,4925,424,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,other household type (non-elderly non-family),All
T7_est129,2015,4370,407,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,other household type (non-elderly non-family),housing cost burden is less than or equal to 30%
T7_est130,2015,490,118,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 30% but less than or equal to 50%
T7_est131,2015,65,41,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 50%
T7_est132,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,household income is greater than 100% of HAMFI,other household type (non-elderly non-family),housing cost burden not computed (household has no/negative income)
T7_est133,2015,50350,988,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,All,All,All
T7_est134,2015,17450,814,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,All,All
T7_est135,2015,260,120,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",All
T7_est136,2015,25,32,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is less than or equal to 30%
T7_est137,2015,15,22,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est138,2015,220,103,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 50%
T7_est139,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden not computed (household has no/negative income)
T7_est140,2015,5115,439,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",All
T7_est141,2015,1095,207,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is less than or equal to 30%
T7_est142,2015,780,180,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est143,2015,2905,365,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est144,2015,330,139,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden not computed (household has no/negative income)
T7_est145,2015,1140,263,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is large family (5 or more persons),All
T7_est146,2015,450,186,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est147,2015,155,102,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est148,2015,490,172,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est149,2015,45,45,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is large family (5 or more persons),housing cost burden not computed (household has no/negative income)
T7_est150,2015,2895,304,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is elderly non-family,All
T7_est151,2015,900,183,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is elderly non-family,housing cost burden is less than or equal to 30%
T7_est152,2015,365,120,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is elderly non-family,housing cost burden is greater than 30% but less than or equal to 50%
T7_est153,2015,1420,237,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is elderly non-family,housing cost burden is greater than 50%
T7_est154,2015,210,112,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is elderly non-family,housing cost burden not computed (household has no/negative income)
T7_est155,2015,8040,642,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,other household type (non-elderly non-family),All
T7_est156,2015,635,163,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,other household type (non-elderly non-family),housing cost burden is less than or equal to 30%
T7_est157,2015,450,126,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 30% but less than or equal to 50%
T7_est158,2015,5750,556,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 50%
T7_est159,2015,1210,292,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,other household type (non-elderly non-family),housing cost burden not computed (household has no/negative income)
T7_est160,2015,8500,667,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,All,All
T7_est161,2015,320,131,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",All
T7_est162,2015,85,72,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is less than or equal to 30%
T7_est163,2015,140,80,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est164,2015,95,54,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 50%
T7_est165,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden not computed (household has no/negative income)
T7_est166,2015,2840,326,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",All
T7_est167,2015,465,145,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is less than or equal to 30%
T7_est168,2015,1780,289,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est169,2015,595,161,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est170,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden not computed (household has no/negative income)
T7_est171,2015,425,131,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is large family (5 or more persons),All
T7_est172,2015,100,62,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est173,2015,205,95,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est174,2015,120,71,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est175,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is large family (5 or more persons),housing cost burden not computed (household has no/negative income)
T7_est176,2015,1315,284,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is elderly non-family,All
T7_est177,2015,275,102,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is elderly non-family,housing cost burden is less than or equal to 30%
T7_est178,2015,565,162,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is elderly non-family,housing cost burden is greater than 30% but less than or equal to 50%
T7_est179,2015,475,191,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is elderly non-family,housing cost burden is greater than 50%
T7_est180,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is elderly non-family,housing cost burden not computed (household has no/negative income)
T7_est181,2015,3600,423,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,other household type (non-elderly non-family),All
T7_est182,2015,415,136,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,other household type (non-elderly non-family),housing cost burden is less than or equal to 30%
T7_est183,2015,1580,299,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 30% but less than or equal to 50%
T7_est184,2015,1605,299,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 50%
T7_est185,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,other household type (non-elderly non-family),housing cost burden not computed (household has no/negative income)
T7_est186,2015,10215,657,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,All,All
T7_est187,2015,385,114,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",All
T7_est188,2015,185,96,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is less than or equal to 30%
T7_est189,2015,185,72,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est190,2015,10,21,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 50%
T7_est191,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden not computed (household has no/negative income)
T7_est192,2015,3310,403,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",All
T7_est193,2015,2135,332,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is less than or equal to 30%
T7_est194,2015,1120,231,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est195,2015,55,37,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est196,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden not computed (household has no/negative income)
T7_est197,2015,325,92,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is large family (5 or more persons),All
T7_est198,2015,225,79,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est199,2015,105,59,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est200,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est201,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is large family (5 or more persons),housing cost burden not computed (household has no/negative income)
T7_est202,2015,980,213,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is elderly non-family,All
T7_est203,2015,405,144,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is elderly non-family,housing cost burden is less than or equal to 30%
T7_est204,2015,420,134,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is elderly non-family,housing cost burden is greater than 30% but less than or equal to 50%
T7_est205,2015,155,93,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is elderly non-family,housing cost burden is greater than 50%
T7_est206,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is elderly non-family,housing cost burden not computed (household has no/negative income)
T7_est207,2015,5215,459,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,other household type (non-elderly non-family),All
T7_est208,2015,2405,338,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,other household type (non-elderly non-family),housing cost burden is less than or equal to 30%
T7_est209,2015,2480,342,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 30% but less than or equal to 50%
T7_est210,2015,330,172,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 50%
T7_est211,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,other household type (non-elderly non-family),housing cost burden not computed (household has no/negative income)
T7_est212,2015,4620,442,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,All,All
T7_est213,2015,80,49,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",All
T7_est214,2015,75,48,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is less than or equal to 30%
T7_est215,2015,4,16,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est216,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 50%
T7_est217,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden not computed (household has no/negative income)
T7_est218,2015,1305,220,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",All
T7_est219,2015,1185,219,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is less than or equal to 30%
T7_est220,2015,125,57,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est221,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est222,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden not computed (household has no/negative income)
T7_est223,2015,135,82,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is large family (5 or more persons),All
T7_est224,2015,135,82,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est225,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est226,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est227,2015,0,28,2011thru2015,50,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is large family (5 or more persons),housing cost burden not computed (household has no/negative income)
